Nome_do_modelo,Operacao,Resultado_do_modelo,Resposta_bruta,Resultado_original,Acerto_da_operacao,Acerto_do_formato_de_resposta,Conta,custo_total
gemini-3.1-flash-lite,7 dígitos,18151241199960.0,18151241199960,18151720200960,False,True,2302536x7883360 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,18151720200960.0,18151720200960,18151720200960,True,True,2302536x7883360 = ?,0.001452
gemini-3-flash-preview,7 dígitos,18151720200960.0,18151720200960,18151720200960,True,True,2302536x7883360 = ?,0.000363
gemini-2.5-pro,7 dígitos,18151241195360.0,18151241195360,18151720200960,False,True,2302536x7883360 = ?,0.001094
gemini-2.5-flash,7 dígitos,18151525964160.0,18151525964160,18151720200960,False,True,2302536x7883360 = ?,0.00027
gemini-3.7-flash,7 dígitos,60614358965370.0,60614358965370,60614358965370,True,True,7425735x8162742 = ?,0.000491
gemini-3.6-flash,7 dígitos,60614358965370.0,60614358965370,60614358965370,True,True,7425735x8162742 = ?,0.000491
gemini-3.5-flash,7 dígitos,60614358965370.0,60614358965370,60614358965370,True,True,7425735x8162742 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,60614831626070.0,60614831626070,60614358965370,False,True,7425735x8162742 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,60615569427670.0,60615569427670,60614358965370,False,True,7425735x8162742 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,60614358965370.0,60614358965370,60614358965370,True,True,7425735x8162742 = ?,0.001452
gemini-3-flash-preview,7 dígitos,60614358965370.0,60614358965370,60614358965370,True,True,7425735x8162742 = ?,0.000363
gemini-2.5-pro,7 dígitos,60618037330470.0,60618037330470,60614358965370,False,True,7425735x8162742 = ?,0.001094
gemini-2.5-flash,7 dígitos,60627581788770.0,60627581788770,60614358965370,False,True,7425735x8162742 = ?,0.00027
gemini-3.7-flash,7 dígitos,18040331065935.0,18040331065935,18040331065935,True,True,2994465x6024559 = ?,0.000491
gemini-3.6-flash,7 dígitos,18040331065935.0,18040331065935,18040331065935,True,True,2994465x6024559 = ?,0.000491
gemini-3.5-flash,7 dígitos,18040331065935.0,18040331065935,18040331065935,True,True,2994465x6024559 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,18037307040435.0,18037307040435,18040331065935,False,True,2994465x6024559 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,18040182449235.0,18040182449235,18040331065935,False,True,2994465x6024559 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,18040331065935.0,18040331065935,18040331065935,True,True,2994465x6024559 = ?,0.001452
gemini-3-flash-preview,7 dígitos,18040331065935.0,18040331065935,18040331065935,True,True,2994465x6024559 = ?,0.000363
gemini-2.5-pro,7 dígitos,18039843657335.0,18039843657335,18040331065935,False,True,2994465x6024559 = ?,0.001094
gemini-2.5-flash,7 dígitos,18037042562235.0,18037042562235,18040331065935,False,True,2994465x6024559 = ?,0.00027
gemini-3.7-flash,7 dígitos,53415840613520.0,53415840613520,53415840613520,True,True,7391870x7226296 = ?,0.000491
gemini-3.6-flash,7 dígitos,53415840613520.0,53415840613520,53415840613520,True,True,7391870x7226296 = ?,0.000491
gemini-3.5-flash,7 dígitos,53415840613520.0,53415840613520,53415840613520,True,True,7391870x7226296 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,53412702581520.0,53412702581520,53415840613520,False,True,7391870x7226296 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,53415951804720.0,53415951804720,53415840613520,False,True,7391870x7226296 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,53415840613520.0,53415840613520,53415840613520,True,True,7391870x7226296 = ?,0.001452
gemini-3-flash-preview,7 dígitos,53415840613520.0,53415840613520,53415840613520,True,True,7391870x7226296 = ?,0.000363
gemini-2.5-pro,7 dígitos,53424151773920.0,53424151773920,53415840613520,False,True,7391870x7226296 = ?,0.001094
gemini-2.5-flash,7 dígitos,53412595058520.0,53412595058520,53415840613520,False,True,7391870x7226296 = ?,0.00027
gemini-3.7-flash,7 dígitos,5372082140340.0,5372082140340,5372082140340,True,True,2720138x1974930 = ?,0.000471
gemini-3.6-flash,7 dígitos,5372082140340.0,5372082140340,5372082140340,True,True,2720138x1974930 = ?,0.000471
gemini-3.5-flash,7 dígitos,5372082140340.0,5372082140340,5372082140340,True,True,2720138x1974930 = ?,0.001043
gemini-3.5-flash-lite,7 dígitos,5372074360340.0,5372074360340,5372082140340,False,True,2720138x1974930 = ?,0.000255
gemini-3.1-flash-lite,7 dígitos,5372076044340.0,5372076044340,5372082140340,False,True,2720138x1974930 = ?,0.000174
gemini-3.1-pro-preview,7 dígitos,5372082140340.0,5372082140340,5372082140340,True,True,2720138x1974930 = ?,0.001391
gemini-3-flash-preview,7 dígitos,5372082140340.0,5372082140340,5372082140340,True,True,2720138x1974930 = ?,0.000348
gemini-2.5-pro,7 dígitos,5371014569340.0,5371014569340,5372082140340,False,True,2720138x1974930 = ?,0.001043
gemini-2.5-flash,7 dígitos,5375083655340.0,5375083655340,5372082140340,False,True,2720138x1974930 = ?,0.000257
gemini-3.7-flash,7 dígitos,31140179232448.0,31140179232448,31140179232448,True,True,3494728x8910616 = ?,0.000491
gemini-3.6-flash,7 dígitos,31140179232448.0,31140179232448,31140179232448,True,True,3494728x8910616 = ?,0.000491
gemini-3.5-flash,7 dígitos,31140179232448.0,31140179232448,31140179232448,True,True,3494728x8910616 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,31142519148048.0,31142519148048,31140179232448,False,True,3494728x8910616 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,31140061271648.0,31140061271648,31140179232448,False,True,3494728x8910616 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,31140179232448.0,31140179232448,31140179232448,True,True,3494728x8910616 = ?,0.001452
gemini-3-flash-preview,7 dígitos,31140179232448.0,31140179232448,31140179232448,True,True,3494728x8910616 = ?,0.000363
gemini-2.5-pro,7 dígitos,31139885002048.0,31139885002048,31140179232448,False,True,3494728x8910616 = ?,0.001094
gemini-2.5-flash,7 dígitos,31139439644048.0,31139439644048,31140179232448,False,True,3494728x8910616 = ?,0.00027
gemini-3.7-flash,7 dígitos,9927213149256.0,9927213149256,9927213149256,True,True,1485012x6684938 = ?,0.000471
gemini-3.6-flash,7 dígitos,9927213149256.0,9927213149256,9927213149256,True,True,1485012x6684938 = ?,0.000471
gemini-3.5-flash,7 dígitos,9927213149256.0,9927213149256,9927213149256,True,True,1485012x6684938 = ?,0.001043
gemini-3.5-flash-lite,7 dígitos,9928509805956.0,9928509805956,9927213149256,False,True,1485012x6684938 = ?,0.000255
gemini-3.1-flash-lite,7 dígitos,9927063467656.0,9927063467656,9927213149256,False,True,1485012x6684938 = ?,0.000174
gemini-3.1-pro-preview,7 dígitos,9927213149256.0,9927213149256,9927213149256,True,True,1485012x6684938 = ?,0.001391
gemini-3-flash-preview,7 dígitos,9927213149256.0,9927213149256,9927213149256,True,True,1485012x6684938 = ?,0.000348
gemini-2.5-pro,7 dígitos,9927164998856.0,9927164998856,9927213149256,False,True,1485012x6684938 = ?,0.001043
gemini-2.5-flash,7 dígitos,9924513697936.0,9924513697936,9927213149256,False,True,1485012x6684938 = ?,0.000257
gemini-3.7-flash,7 dígitos,57880069105435.0,57880069105435,57880069105435,True,True,9415115x6147569 = ?,0.000491
gemini-3.6-flash,7 dígitos,57880069105435.0,57880069105435,57880069105435,True,True,9415115x6147569 = ?,0.000491
gemini-3.5-flash,7 dígitos,57880069105435.0,57880069105435,57880069105435,True,True,9415115x6147569 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,57885749728235.0,57885749728235,57880069105435,False,True,9415115x6147569 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,57877203798935.0,57877203798935,57880069105435,False,True,9415115x6147569 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,57880069105435.0,57880069105435,57880069105435,True,True,9415115x6147569 = ?,0.001452
gemini-3-flash-preview,7 dígitos,57880065343435.0,57880065343435,57880069105435,False,True,9415115x6147569 = ?,0.000348
gemini-2.5-pro,7 dígitos,57879483398535.0,57879483398535,57880069105435,False,True,9415115x6147569 = ?,0.001094
gemini-2.5-flash,7 dígitos,57876807469035.0,57876807469035,57880069105435,False,True,9415115x6147569 = ?,0.00027
gemini-3.7-flash,7 dígitos,48859000108998.0,48859000108998,48859000108998,True,True,5567502x8775749 = ?,0.000491
gemini-3.6-flash,7 dígitos,48859000108998.0,48859000108998,48859000108998,True,True,5567502x8775749 = ?,0.000491
gemini-3.5-flash,7 dígitos,48859000108998.0,48859000108998,48859000108998,True,True,5567502x8775749 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,48851410190538.0,48851410190538,48859000108998,False,True,5567502x8775749 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,48855424751498.0,48855424751498,48859000108998,False,True,5567502x8775749 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,48859000108998.0,48859000108998,48859000108998,True,True,5567502x8775749 = ?,0.001452
gemini-3-flash-preview,7 dígitos,48859000108998.0,48859000108998,48859000108998,True,True,5567502x8775749 = ?,0.000363
gemini-2.5-pro,7 dígitos,48862413180798.0,48862413180798,48859000108998,False,True,5567502x8775749 = ?,0.001094
gemini-2.5-flash,7 dígitos,48866164295998.0,48866164295998,48859000108998,False,True,5567502x8775749 = ?,0.00027
gemini-3.7-flash,7 dígitos,15351535548800.0,15351535548800,15351535548800,True,True,1998800x7680376 = ?,0.000491
gemini-3.6-flash,7 dígitos,15351535548800.0,15351535548800,15351535548800,True,True,1998800x7680376 = ?,0.000491
gemini-3.5-flash,7 dígitos,15351535548800.0,15351535548800,15351535548800,True,True,1998800x7680376 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,15350995052800.0,15350995052800,15351535548800,False,True,1998800x7680376 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,15351634475200.0,15351634475200,15351535548800,False,True,1998800x7680376 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,15351535548800.0,15351535548800,15351535548800,True,True,1998800x7680376 = ?,0.001452
gemini-3-flash-preview,7 dígitos,15351535548800.0,15351535548800,15351535548800,True,True,1998800x7680376 = ?,0.000363
gemini-2.5-pro,7 dígitos,15351654164800.0,15351654164800,15351535548800,False,True,1998800x7680376 = ?,0.001094
gemini-2.5-flash,7 dígitos,15354964684800.0,15354964684800,15351535548800,False,True,1998800x7680376 = ?,0.00027
gemini-3.7-flash,7 dígitos,66912964651260.0,66912964651260,66912964651260,True,True,9851780x6791967 = ?,0.000491
gemini-3.6-flash,7 dígitos,66912964651260.0,66912964651260,66912964651260,True,True,9851780x6791967 = ?,0.000491
gemini-3.5-flash,7 dígitos,66912964651260.0,66912964651260,66912964651260,True,True,9851780x6791967 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,66914515598266.0,66914515598266,66912964651260,False,True,9851780x6791967 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,66907455848260.0,66907455848260,66912964651260,False,True,9851780x6791967 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,66912964651260.0,66912964651260,66912964651260,True,True,9851780x6791967 = ?,0.001452
gemini-3-flash-preview,7 dígitos,66912964651260.0,66912964651260,66912964651260,True,True,9851780x6791967 = ?,0.000363
gemini-2.5-pro,7 dígitos,66914563839960.0,66914563839960,66912964651260,False,True,9851780x6791967 = ?,0.001094
gemini-2.5-flash,7 dígitos,66914589954460.0,66914589954460,66912964651260,False,True,9851780x6791967 = ?,0.00027
gemini-3.7-flash,7 dígitos,66222989342574.0,66222989342574,66222989342574,True,True,9175471x7217394 = ?,0.000491
gemini-3.6-flash,7 dígitos,66222989342574.0,66222989342574,66222989342574,True,True,9175471x7217394 = ?,0.000491
gemini-3.5-flash,7 dígitos,66222989342574.0,66222989342574,66222989342574,True,True,9175471x7217394 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,66213797669474.0,66213797669474,66222989342574,False,True,9175471x7217394 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,66212574044924.0,66212574044924,66222989342574,False,True,9175471x7217394 = ?,0.000182
gemini-3-flash-preview,7 dígitos,66222989342574.0,66222989342574,66222989342574,True,True,9175471x7217394 = ?,0.000363
gemini-2.5-pro,7 dígitos,66221035223374.0,66221035223374,66222989342574,False,True,9175471x7217394 = ?,0.001094
gemini-2.5-flash,7 dígitos,66205777771774.0,66205777771774,66222989342574,False,True,9175471x7217394 = ?,0.00027
gemini-3.7-flash,7 dígitos,69737211502876.0,69737211502876,69737211502876,True,True,7048322x9894158 = ?,0.000491
gemini-3.6-flash,7 dígitos,69737211502876.0,69737211502876,69737211502876,True,True,7048322x9894158 = ?,0.000491
gemini-3.5-flash,7 dígitos,69737211502876.0,69737211502876,69737211502876,True,True,7048322x9894158 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,69738096283176.0,69738096283176,69737211502876,False,True,7048322x9894158 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,69737894220776.0,69737894220776,69737211502876,False,True,7048322x9894158 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,69737211502876.0,69737211502876,69737211502876,True,True,7048322x9894158 = ?,0.001452
gemini-3-flash-preview,7 dígitos,69737211502876.0,69737211502876,69737211502876,True,True,7048322x9894158 = ?,0.000363
gemini-2.5-pro,7 dígitos,69736189569076.0,69736189569076,69737211502876,False,True,7048322x9894158 = ?,0.001094
gemini-2.5-flash,7 dígitos,69733475892556.0,69733475892556,69737211502876,False,True,7048322x9894158 = ?,0.00027
gemini-3.7-flash,7 dígitos,21188614535281.0,21188614535281,21188614535281,True,True,4670191x4536991 = ?,0.000491
gemini-3.6-flash,7 dígitos,21188614535281.0,21188614535281,21188614535281,True,True,4670191x4536991 = ?,0.000471
gemini-3.5-flash,7 dígitos,21188614535281.0,21188614535281,21188614535281,True,True,4670191x4536991 = ?,0.001043
gemini-3.5-flash-lite,7 dígitos,21189408660381.0,21189408660381,21188614535281,False,True,4670191x4536991 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,21188734917181.0,21188734917181,21188614535281,False,True,4670191x4536991 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,21188614535281.0,21188614535281,21188614535281,True,True,4670191x4536991 = ?,0.001452
gemini-3-flash-preview,7 dígitos,21188614535281.0,21188614535281,21188614535281,True,True,4670191x4536991 = ?,0.000348
gemini-2.5-pro,7 dígitos,21183391854081.0,21183391854081,21188614535281,False,True,4670191x4536991 = ?,0.001094
gemini-2.5-flash,7 dígitos,21190457618201.0,21190457618201,21188614535281,False,True,4670191x4536991 = ?,0.00027
gemini-3.7-flash,7 dígitos,39613357601244.0,39613357601244,39613357601244,True,True,9358727x4232772 = ?,0.000491
gemini-3.6-flash,7 dígitos,39613357601244.0,39613357601244,39613357601244,True,True,9358727x4232772 = ?,0.000491
gemini-3.5-flash,7 dígitos,39613357601244.0,39613357601244,39613357601244,True,True,9358727x4232772 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,39609712615544.0,39609712615544,39613357601244,False,True,9358727x4232772 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,39613589606884.0,39613589606884,39613357601244,False,True,9358727x4232772 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,39613357601244.0,39613357601244,39613357601244,True,True,9358727x4232772 = ?,0.001452
gemini-3-flash-preview,7 dígitos,39613348767244.0,39613348767244,39613357601244,False,True,9358727x4232772 = ?,0.000363
gemini-2.5-pro,7 dígitos,39615016335144.0,39615016335144,39613357601244,False,True,9358727x4232772 = ?,0.001094
gemini-2.5-flash,7 dígitos,39616082260684.0,39616082260684,39613357601244,False,True,9358727x4232772 = ?,0.00027
gemini-3.7-flash,7 dígitos,8397422737112.0,8397422737112,8397422737112,True,True,1788334x4695668 = ?,0.000471
gemini-3.6-flash,7 dígitos,8397422737112.0,8397422737112,8397422737112,True,True,1788334x4695668 = ?,0.000471
gemini-3.5-flash,7 dígitos,8397422737112.0,8397422737112,8397422737112,True,True,1788334x4695668 = ?,0.001043
gemini-3.5-flash-lite,7 dígitos,8398716335912.0,8398716335912,8397422737112,False,True,1788334x4695668 = ?,0.000255
gemini-3.1-flash-lite,7 dígitos,8397755395612.0,8397755395612,8397422737112,False,True,1788334x4695668 = ?,0.000174
gemini-3.1-pro-preview,7 dígitos,8397422737112.0,8397422737112,8397422737112,True,True,1788334x4695668 = ?,0.001391
gemini-3-flash-preview,7 dígitos,8397422737112.0,8397422737112,8397422737112,True,True,1788334x4695668 = ?,0.000348
gemini-2.5-pro,7 dígitos,8397576785872.0,8397576785872,8397422737112,False,True,1788334x4695668 = ?,0.001043
gemini-2.5-flash,7 dígitos,8398188164312.0,8398188164312,8397422737112,False,True,1788334x4695668 = ?,0.000257
gemini-3.7-flash,7 dígitos,18757181075776.0,18757181075776,18757181075776,True,True,4827472x3885508 = ?,0.000491
gemini-3.6-flash,7 dígitos,18757181075776.0,18757181075776,18757181075776,True,True,4827472x3885508 = ?,0.000491
gemini-3.5-flash,7 dígitos,18757181075776.0,18757181075776,18757181075776,True,True,4827472x3885508 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,18756315264376.0,18756315264376,18757181075776,False,True,4827472x3885508 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,18755694205416.0,18755694205416,18757181075776,False,True,4827472x3885508 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,18757181075776.0,18757181075776,18757181075776,True,True,4827472x3885508 = ?,0.001452
gemini-3-flash-preview,7 dígitos,18757181075776.0,18757181075776,18757181075776,True,True,4827472x3885508 = ?,0.000363
gemini-2.5-pro,7 dígitos,18756903330336.0,18756903330336,18757181075776,False,True,4827472x3885508 = ?,0.001094
gemini-2.5-flash,7 dígitos,187652758253136.0,187652758253136,18757181075776,False,True,4827472x3885508 = ?,0.000283
gemini-3.7-flash,7 dígitos,36557375682184.0,36557375682184,36557375682184,True,True,4080026x8960084 = ?,0.000491
gemini-3.6-flash,7 dígitos,36557375682184.0,36557375682184,36557375682184,True,True,4080026x8960084 = ?,0.000471
gemini-3.5-flash,7 dígitos,36557375682184.0,36557375682184,36557375682184,True,True,4080026x8960084 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,36558239016184.0,36558239016184,36557375682184,False,True,4080026x8960084 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,365578768052184.0,365578768052184,36557375682184,False,True,4080026x8960084 = ?,0.000189
gemini-3.1-pro-preview,7 dígitos,36557375682184.0,36557375682184,36557375682184,True,True,4080026x8960084 = ?,0.001452
gemini-3-flash-preview,7 dígitos,36557375980184.0,36557375980184,36557375682184,False,True,4080026x8960084 = ?,0.000363
gemini-2.5-pro,7 dígitos,36557451634584.0,36557451634584,36557375682184,False,True,4080026x8960084 = ?,0.001094
gemini-2.5-flash,7 dígitos,36531998522344.0,36531998522344,36557375682184,False,True,4080026x8960084 = ?,0.00027
gemini-3.7-flash,7 dígitos,11256272510925.0,11256272510925,11256272510925,True,True,5726445x1965665 = ?,0.000471
gemini-3.6-flash,7 dígitos,11256272510925.0,11256272510925,11256272510925,True,True,5726445x1965665 = ?,0.000491
gemini-3.5-flash,7 dígitos,11256272510925.0,11256272510925,11256272510925,True,True,5726445x1965665 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,11257124375925.0,11257124375925,11256272510925,False,True,5726445x1965665 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,11256337851925.0,11256337851925,11256272510925,False,True,5726445x1965665 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,11256272510925.0,11256272510925,11256272510925,True,True,5726445x1965665 = ?,0.001452
gemini-3-flash-preview,7 dígitos,11256272459925.0,11256272459925,11256272510925,False,True,5726445x1965665 = ?,0.000363
gemini-2.5-pro,7 dígitos,11259976359925.0,11259976359925,11256272510925,False,True,5726445x1965665 = ?,0.001094
gemini-2.5-flash,7 dígitos,11255864190825.0,11255864190825,11256272510925,False,True,5726445x1965665 = ?,0.00027
gemini-3.7-flash,7 dígitos,78170267464926.0,78170267464926,78170267464926,True,True,9254414x8446809 = ?,0.000491
gemini-3.6-flash,7 dígitos,78170267464926.0,78170267464926,78170267464926,True,True,9254414x8446809 = ?,0.000471
gemini-3.5-flash,7 dígitos,78170267464926.0,78170267464926,78170267464926,True,True,9254414x8446809 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,78168212173646.0,78168212173646,78170267464926,False,True,9254414x8446809 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,78168284562026.0,78168284562026,78170267464926,False,True,9254414x8446809 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,78170267464926.0,78170267464926,78170267464926,True,True,9254414x8446809 = ?,0.001452
gemini-3-flash-preview,7 dígitos,78171267464926.0,78171267464926,78170267464926,False,True,9254414x8446809 = ?,0.000363
gemini-2.5-pro,7 dígitos,78174414336026.0,78174414336026,78170267464926,False,True,9254414x8446809 = ?,0.001094
gemini-2.5-flash,7 dígitos,78153406536026.0,78153406536026,78170267464926,False,True,9254414x8446809 = ?,0.00027
gemini-3.7-flash,7 dígitos,34643796678084.0,34643796678084,34643796678084,True,True,5956962x5815682 = ?,0.000491
gemini-3.6-flash,7 dígitos,34643796678084.0,34643796678084,34643796678084,True,True,5956962x5815682 = ?,0.000491
gemini-3.5-flash,7 dígitos,34643796678084.0,34643796678084,34643796678084,True,True,5956962x5815682 = ?,0.001089
gemini-3.5-flash-lite,7 dígitos,34645233158484.0,34645233158484,34643796678084,False,True,5956962x5815682 = ?,0.000268
gemini-3.1-flash-lite,7 dígitos,34645289945084.0,34645289945084,34643796678084,False,True,5956962x5815682 = ?,0.000182
gemini-3.1-pro-preview,7 dígitos,34643796678084.0,34643796678084,34643796678084,True,True,5956962x5815682 = ?,0.001452
gemini-3-flash-preview,7 dígitos,34643794157084.0,34643794157084,34643796678084,False,True,5956962x5815682 = ?,0.000348
gemini-2.5-pro,7 dígitos,34643444458324.0,34643444458324,34643796678084,False,True,5956962x5815682 = ?,0.001094
gemini-2.5-flash,7 dígitos,34645281502404.0,34645281502404,34643796678084,False,True,5956962x5815682 = ?,0.00027
gemini-3.7-flash,7 dígitos,5675768595776.0,5675768595776,5675768595776,True,True,1264616x4488136 = ?,0.000471
gemini-3.6-flash,7 dígitos,5675768595776.0,5675768595776,5675768595776,True,True,1264616x4488136 = ?,0.000471
gemini-3.5-flash,7 dígitos,5675768595776.0,5675768595776,5675768595776,True,True,1264616x4488136 = ?,0.001043
gemini-3.5-flash-lite,7 dígitos,5676239160276.0,5676239160276,5675768595776,False,True,1264616x4488136 = ?,0.000255
gemini-3.1-flash-lite,7 dígitos,5675971488176.0,5675971488176,5675768595776,False,True,1264616x4488136 = ?,0.000174
gemini-3.1-pro-preview,7 dígitos,5675768595776.0,5675768595776,5675768595776,True,True,1264616x4488136 = ?,0.001391
gemini-3-flash-preview,7 dígitos,5675768595776.0,5675768595776,5675768595776,True,True,1264616x4488136 = ?,0.000348
gemini-2.5-pro,7 dígitos,5676344583376.0,5676344583376,5675768595776,False,True,1264616x4488136 = ?,0.001043
gemini-2.5-flash,7 dígitos,5675402016576.0,5675402016576,5675768595776,False,True,1264616x4488136 = ?,0.000257
gemini-3.7-flash,8 dígitos,359783981479289.0,359783981479289,359783991479289,False,True,35735331x10068019 = ?,0.000518
gemini-3.6-flash,8 dígitos,359783991479289.0,359783991479289,359783991479289,True,True,35735331x10068019 = ?,0.000518
gemini-3.5-flash,8 dígitos,359783991479289.0,359783991479289,359783991479289,True,True,35735331x10068019 = ?,0.001151
gemini-3.5-flash-lite,8 dígitos,359779357672989.0,359779357672989,359783991479289,False,True,35735331x10068019 = ?,0.000284
gemini-3.1-flash-lite,8 dígitos,359789399587289.0,359789399587289,359783991479289,False,True,35735331x10068019 = ?,0.000192
gemini-3.1-pro-preview,8 dígitos,359783991479289.0,359783991479289,359783991479289,True,True,35735331x10068019 = ?,0.001535
gemini-3-flash-preview,8 dígitos,359783991479289.0,359783991479289,359783991479289,True,True,35735331x10068019 = ?,0.000384
gemini-2.5-pro,8 dígitos,360000003021689.0,360000003021689,359783991479289,False,True,35735331x10068019 = ?,0.001159
gemini-2.5-flash,8 dígitos,359654162095909.0,359654162095909,359783991479289,False,True,35735331x10068019 = ?,0.000286
gemini-3.7-flash,8 dígitos,3329800504629471.0,3329800504629471,3329800504629471,True,True,41919991x79432281 = ?,0.000537
gemini-3.6-flash,8 dígitos,3329800504629471.0,3329800504629471,3329800504629471,True,True,41919991x79432281 = ?,0.000537
gemini-3.5-flash,8 dígitos,3329800504629471.0,3329800504629471,3329800504629471,True,True,41919991x79432281 = ?,0.001197
gemini-3.5-flash-lite,8 dígitos,3329711681284191.0,3329711681284191,3329800504629471,False,True,41919991x79432281 = ?,0.000297
gemini-3.1-flash-lite,8 dígitos,3330058348737271.0,3330058348737271,3329800504629471,False,True,41919991x79432281 = ?,0.0002
gemini-3-flash-preview,8 dígitos,3329800504629471.0,3329800504629471,3329800504629471,True,True,41919991x79432281 = ?,0.000399
gemini-2.5-pro,8 dígitos,3329606822814871.0,3329606822814871,3329800504629471,False,True,41919991x79432281 = ?,0.00121
gemini-2.5-flash,8 dígitos,3330689912061271.0,3330689912061271,3329800504629471,False,True,41919991x79432281 = ?,0.000299
gemini-3.7-flash,8 dígitos,995995356694065.0,995995356694065,995995356694065,True,True,77516937x12848745 = ?,0.000518
gemini-3.6-flash,8 dígitos,995995356694065.0,995995356694065,995995356694065,True,True,77516937x12848745 = ?,0.000518
gemini-3.5-flash,8 dígitos,995995356694065.0,995995356694065,995995356694065,True,True,77516937x12848745 = ?,0.001151
gemini-3.5-flash-lite,8 dígitos,996025232709265.0,996025232709265,995995356694065,False,True,77516937x12848745 = ?,0.000284
gemini-3.1-flash-lite,8 dígitos,995963590509665.0,995963590509665,995995356694065,False,True,77516937x12848745 = ?,0.000192
gemini-3.1-pro-preview,8 dígitos,995995356694065.0,995995356694065,995995356694065,True,True,77516937x12848745 = ?,0.001535
gemini-3-flash-preview,8 dígitos,995995356694065.0,995995356694065,995995356694065,True,True,77516937x12848745 = ?,0.000368
gemini-2.5-pro,8 dígitos,996008433301565.0,996008433301565,995995356694065,False,True,77516937x12848745 = ?,0.001159
gemini-2.5-flash,8 dígitos,995963595960065.0,995963595960065,995995356694065,False,True,77516937x12848745 = ?,0.000286
gemini-3.7-flash,8 dígitos,2335794969323760.0,2335794969323760,2335794969323760,True,True,26340195x88677968 = ?,0.000537
gemini-3.6-flash,8 dígitos,2335794969323760.0,2335794969323760,2335794969323760,True,True,26340195x88677968 = ?,0.000537
gemini-3.5-flash,8 dígitos,2335794969323760.0,2335794969323760,2335794969323760,True,True,26340195x88677968 = ?,0.001197
gemini-3.5-flash-lite,8 dígitos,2335443729906676.0,2335443729906676,2335794969323760,False,True,26340195x88677968 = ?,0.000297
gemini-3.1-flash-lite,8 dígitos,2335754415516160.0,2335754415516160,2335794969323760,False,True,26340195x88677968 = ?,0.0002
gemini-3.1-pro-preview,8 dígitos,2335794969323760.0,2335794969323760,2335794969323760,True,True,26340195x88677968 = ?,0.001597
gemini-3-flash-preview,8 dígitos,2335794969323760.0,2335794969323760,2335794969323760,True,True,26340195x88677968 = ?,0.000399
gemini-2.5-pro,8 dígitos,2335692634789560.0,2335692634789560,2335794969323760,False,True,26340195x88677968 = ?,0.00121
gemini-2.5-flash,8 dígitos,2336183353597560.0,2336183353597560,2335794969323760,False,True,26340195x88677968 = ?,0.000299
gemini-3.7-flash,8 dígitos,6229155186941388.0,6229155186941388,6229155186941388,True,True,88728522x70204654 = ?,0.000537
gemini-3.6-flash,8 dígitos,6229155186941388.0,6229155186941388,6229155186941388,True,True,88728522x70204654 = ?,0.000537
